episode,x,y,z,x_velocity,y_velocity,z_velocity,reward
57,-0.3531414409373022,0.23799308957512305,0.0,-3.532709630244313,0.36576861127845384,-1.421165549923711,-1.375283243140386
58,-0.36113763019380973,0.24539588492694264,0.0,-3.5500126000115144,0.4357927752415103,-1.361174568789324,-1.3777893302280233
59,-0.3589848059155856,0.23752843383789463,0.0,-3.5456087011629864,0.39255481365846834,-1.3844128072883484,-1.3757166180378504
60,-0.3572547710182013,0.23763814832091668,0.0,-3.5486513645816364,0.3719556604067956,-1.4307407653251396,-1.3750810617540146
61,-0.35736502028218253,0.23387287530583856,0.0,-3.543183987459175,0.3696573308621258,-1.384183884099369,-1.3757819831877498
62,-0.35831808350589317,0.2401540529965621,0.0,-3.5465044254782496,0.39416046499380325,-1.3915573301735564,-1.3770370196927277
63,-0.35773129678922344,0.24291739160889864,0.0,-3.5485388659668247,0.4070540886365937,-1.4204726189421595,-1.375786677195531
64,-0.3524383078600959,0.23707604920939068,0.0,-3.52310359376062,0.3761262604021939,-1.397924532773223,-1.375550106693161
65,-0.359412951002612,0.24166231914425867,0.0,-3.5592144692722787,0.39104968663458756,-1.3891584775957142,-1.377667337412603
66,-0.3619139203343526,0.24296027997137495,0.0,-3.5429688688026237,0.442691558123034,-1.3127123079786633,-1.378439583047772
67,-0.3587731522791688,0.2451683864145706,0.0,-3.5358306307257603,0.4389355832246323,-1.348476456424678,-1.3773843296686024
68,-0.3650230609778816,0.24109701004172676,0.0,-3.571774135305819,0.4074829819549542,-1.3632030731902696,-1.3775816641580148
69,-0.3615826886659198,0.23977283106098962,0.0,-3.545233132371711,0.4195103078785966,-1.3344992603419208,-1.3772376465395306
70,-0.35565524053403186,0.2430046596829832,0.0,-3.5429952963607,0.39298535952720137,-1.410164595479662,-1.376844266341778
71,-0.3599528792142142,0.24612029282636283,0.0,-3.5451831206159454,0.43996720585857263,-1.3311146400032625,-1.3784082717921355
72,-0.35694703157357005,0.2395361783784276,0.0,-3.543945094561793,0.38735906439448425,-1.4357511927356101,-1.3746645600446563
73,-0.35180250982827227,0.23739006189174627,0.0,-3.5351159269087136,0.35052846247171593,-1.4623665845535552,-1.3748541984960494
74,-0.3618980710654825,0.24628328469663674,0.0,-3.544185020357185,0.4510553323525804,-1.3429584750327015,-1.3783671963973334
75,-0.357864441822688,0.24250394130262778,0.0,-3.54899861923069,0.39738123626751387,-1.407562399122122,-1.3765483225207613
76,-0.36359400003884046,0.2409995693096706,0.0,-3.56671268775829,0.4086096810417379,-1.3706363459741495,-1.3772824416429281
77,-0.35985297296839736,0.24745355256585755,0.0,-3.538559760490934,0.45203980383382425,-1.3421494901019189,-1.3781767146724708
78,-0.3560568402904099,0.23557429209562503,0.0,-3.547615290148978,0.3527666794309795,-1.4463758916015863,-1.374833036325384
79,-0.35676699681515855,0.23656745393545517,0.0,-3.5425369478118647,0.3731620343992462,-1.4137631328102969,-1.3750597160526141
80,-0.3563581120783775,0.2401012091658101,0.0,-3.539320010911583,0.3919821672993535,-1.4051388364714674,-1.3761007216592631
81,-0.35947013425292057,0.24291142654403286,0.0,-3.5484748157924875,0.4133018114377791,-1.4076210876157669,-1.3758340107292613
82,-0.35902991485878355,0.24020943319405247,0.0,-3.5542915070991525,0.3967449831426998,-1.399739755764918,-1.3758231535573076
83,-0.3599061740209613,0.24096294581614056,0.0,-3.537610981665984,0.41991791831059294,-1.353952074473631,-1.376501853204492
84,-0.35978097295923406,0.24229018320251466,0.0,-3.5501405465360385,0.4041928031698727,-1.3977018059188395,-1.375939109851421
85,-0.35886998753487204,0.2380929009036535,0.0,-3.555068039966122,0.37557613292015496,-1.4201691021289178,-1.3755120180463116
86,-0.35706502171074334,0.2486262606762678,0.0,-3.545697248634599,0.4289204913683468,-1.3844482014918231,-1.3782965469010378
87,-0.35572763857726614,0.24239198485195335,0.0,-3.534627158119041,0.4093359397176887,-1.3763505025090903,-1.37648826542902
88,-0.36129226660596786,0.23220585585549247,0.0,-3.554269760022122,0.3710089767323753,-1.3613664637887946,-1.3761051231221835
89,-0.3565637237409143,0.24072158740654706,0.0,-3.5330197702025012,0.405440354644136,-1.3756071479648218,-1.3767368957277835
90,-0.3570220626712542,0.24348218832109594,0.0,-3.5470460631406175,0.4091043547322857,-1.3929394791636869,-1.3768588745878791
91,-0.3563143763436497,0.24260497372152418,0.0,-3.5316311429160345,0.41704563923386145,-1.3572770225896866,-1.3774771674324318
92,-0.35797205365285606,0.24582413050701948,0.0,-3.5473742266352954,0.4182677707281487,-1.3938787418734608,-1.3768133534894673
93,-0.3553980615963157,0.24097378061587496,0.0,-3.5427811553456294,0.384221322150405,-1.4250338407428917,-1.3761169797729438
94,-0.36504088334459056,0.24531515489162115,0.0,-3.5701621806636163,0.4327647374228577,-1.3594440557185892,-1.3782053225748272
95,-0.3616382099223829,0.23569869522610054,0.0,-3.555812013954532,0.3862806652260501,-1.359550162451866,-1.3762158400162339
96,-0.3578609712520898,0.24347155824954847,0.0,-3.5496076172600906,0.4071822695685319,-1.3944081594630346,-1.376836991241164
97,-0.3534966091697439,0.23748594939641632,0.0,-3.529759128833857,0.37691876732745266,-1.4276633716856104,-1.3748126028099454
98,-0.3592180712350811,0.2449239913596777,0.0,-3.5485984860653623,0.41997218737818276,-1.393869776737461,-1.376625512646392
99,-0.3601898581396319,0.24032454518493934,0.0,-3.5488304433593547,0.40629683697230007,-1.3609302184518555,-1.377148892649851
100,-0.3607844697048192,0.24811849073754588,0.0,-3.542271150126868,0.45937144449844763,-1.3198315308802226,-1.379360485942147
101,-0.3618892236211695,0.24119591788364228,0.0,-3.549530920851253,0.42039538763613316,-1.349167112188374,-1.3777172419383252
102,-0.3571361882140827,0.24197390017205328,0.0,-3.5426359927209057,0.39615188305783244,-1.4125014678560135,-1.376177286474975
103,-0.35536096878156426,0.2386570076174404,0.0,-3.537093944124688,0.3828046513458047,-1.3919507290867628,-1.3756974958223398
104,-0.3624522831994909,0.24250869191316674,0.0,-3.5577553649394034,0.4188019303702281,-1.3551322721632162,-1.3774527321459682
105,-0.35560211006449927,0.24374623416735433,0.0,-3.5390950103540284,0.4051091339455903,-1.3893530262220377,-1.377498455161543
106,-0.3543894941462536,0.24276076890541404,0.0,-3.5395759460154044,0.3919966275655658,-1.403016078397702,-1.3769955722465717
107,-0.36209660158313656,0.24291218397138323,0.0,-3.564426434575284,0.4052908885312616,-1.41067120948533,-1.376303913026061
108,-0.3559863059761382,0.2472627844009925,0.0,-3.5375077685329197,0.4271981077906456,-1.393246143974808,-1.3774310273654453
109,-0.3592301869107183,0.2391848111040807,0.0,-3.5569961062401023,0.38321187580655375,-1.3922676560204474,-1.3767927139639837
110,-0.3544928640506944,0.24031352186652885,0.0,-3.5349084138677624,0.39120572605660014,-1.406917846606032,-1.3754336782460417
111,-0.35867711423501086,0.2467753291564043,0.0,-3.5503513345485884,0.42750386747572483,-1.3869618588722816,-1.3773635271361813
112,-0.36423108533502835,0.24475420864924743,0.0,-3.565838601396493,0.4269615538363939,-1.3673512876020257,-1.3772512469551064
113,-0.36016507984573687,0.23754902110852963,0.0,-3.550436198875685,0.3884693532561328,-1.3964528876331739,-1.3758319775216783
114,-0.358852708256568,0.24383916140483047,0.0,-3.5390356764666486,0.4367331652034926,-1.337293630156062,-1.3780612007201747
115,-0.3568509736079692,0.238576749231303,0.0,-3.540614112166212,0.38821378806270623,-1.3791552154694926,-1.3766060299380256
116,-0.356464990224228,0.2388435855691837,0.0,-3.539359607426732,0.3884311161353893,-1.3945631238810037,-1.3762845938273092
117,-0.35886318254838934,0.23816073187215867,0.0,-3.550367193982602,0.3871923276195433,-1.4093148602326688,-1.3751323611570967
118,-0.35594419472404076,0.24480882287949132,0.0,-3.540226331402439,0.41342698773058684,-1.3895519083727739,-1.3772560757398797
119,-0.3571034139436145,0.24250191458171722,0.0,-3.55150952024544,0.38291260398537813,-1.4177475062141516,-1.3767283634682932
120,-0.35666210873645027,0.24522843231967514,0.0,-3.5441183860013887,0.4094588043319007,-1.4172444588472375,-1.3765369500276048
121,-0.3581309859405853,0.2395913571685127,0.0,-3.5558116432612166,0.38062538864815154,-1.4110546040399519,-1.3761407723329853
122,-0.35449746721213254,0.2400053578877691,0.0,-3.537946716358843,0.3759134624807798,-1.4374001611102312,-1.375153348643534
123,-0.3558787327876279,0.23578919000469173,0.0,-3.540974344047775,0.36509511031418795,-1.4100082527997015,-1.3754502377425561
124,-0.35945645566544543,0.24348281106548184,0.0,-3.548663169767539,0.4202265563412444,-1.3589424540980293,-1.3772734309900485
125,-0.35673422586670567,0.23737497696359866,0.0,-3.547114672107222,0.3682165250528824,-1.4194006000386628,-1.3755117828437076
126,-0.3552371360903198,0.24275201339979274,0.0,-3.5323430329827024,0.40860542972519653,-1.3974809408369107,-1.3766592029513323
127,-0.36083740633048117,0.23771752665133006,0.0,-3.5532792041987507,0.3943411257424774,-1.3617258162811305,-1.376632789230687
128,-0.3564804897751019,0.24224329381007295,0.0,-3.5516723375879526,0.37613484507162803,-1.4333848348985796,-1.3763611827627016
129,-0.35373070681109275,0.23633149543490586,0.0,-3.5327511064770403,0.36809137595636554,-1.4215556045641535,-1.3748668914413495
130,-0.35872285861326475,0.2456738081152094,0.0,-3.5455835441028927,0.4294242639055626,-1.350383082256919,-1.3783911207213866
131,-0.35972209088474405,0.24160999492019528,0.0,-3.543816476600125,0.4094269262264462,-1.3731514402379925,-1.3763183466209143
132,-0.35454354622752954,0.24320746618029193,0.0,-3.5468950252440634,0.3746514645870131,-1.4510103714468319,-1.3758470780895258
133,-0.353593718355358,0.24140519015041934,0.0,-3.527257743568532,0.39831161724861425,-1.3906637448823351,-1.376436369043845
134,-0.35497828508867424,0.2406389671387795,0.0,-3.5459007720644498,0.37135910783585285,-1.4460230436241033,-1.3752335488268321
135,-0.3597053166312296,0.2477363845608899,0.0,-3.536563758937692,0.4560082553626636,-1.3291739203913915,-1.378769306028088
136,-0.365456400408681,0.241756929954447,0.0,-3.5683814996645156,0.41644508051926526,-1.3731911107418195,-1.3762970584879315
137,-0.3567685551551182,0.2407974337559642,0.0,-3.54508853509872,0.3924299959637227,-1.3853551812623006,-1.3770047067183724
138,-0.3540311559897152,0.23912498811690747,0.0,-3.532760569659467,0.38323767950248117,-1.3883003972582684,-1.3764227708401746
139,-0.3588637485218884,0.23764442769874633,0.0,-3.542046531417197,0.3942381604213091,-1.3815296067646576,-1.375981130554099
140,-0.360620398974259,0.24304712629113032,0.0,-3.5547704663495567,0.41081404206493993,-1.385066541165337,-1.3765004416829922
141,-0.36024254036247566,0.2452552486227726,0.0,-3.544476267235789,0.4359727022860687,-1.3421187452534178,-1.378279114955032
142,-0.35896907139068435,0.2393160402397281,0.0,-3.554408091292146,0.38577327124691646,-1.38479144349751,-1.3763621662483456
143,-0.36077641036032576,0.23816358350124334,0.0,-3.5497783391255964,0.3998854321978027,-1.3752132129946297,-1.3755419962137967
144,-0.35612337788085624,0.24387289008779542,0.0,-3.539231438195535,0.4057027907022395,-1.4045064889940144,-1.3760126879583787
145,-0.3603849780622395,0.23778533863874454,0.0,-3.5562448545955823,0.38789041609919245,-1.398116199034223,-1.375537641140515
146,-0.3537294215966559,0.24202223361311564,0.0,-3.5350469322207285,0.38814292114525517,-1.4262653556037366,-1.3761048577239663
147,-0.35552432287790753,0.24116180387147962,0.0,-3.5333759789197017,0.4002503751316012,-1.3831195557763447,-1.3767383333393657
148,-0.3665829585253899,0.2441786704134958,0.0,-3.570131494738804,0.4417955752273994,-1.3402006041947994,-1.3781456208554268
149,-0.3586853296624259,0.23678557903465586,0.0,-3.5470573136872154,0.38649170354277135,-1.3602757881310137,-1.3766104237371115
150,-0.35641079851882074,0.24060355884990756,0.0,-3.5453715820831917,0.3870534631475848,-1.409272422001199,-1.3762635635940321
151,-0.3546118878046077,0.2390692053749475,0.0,-3.5393115507066626,0.3737234612981858,-1.4202771425242304,-1.3757769026956113
152,-0.3613305526642361,0.24340877214746434,0.0,-3.55956802115432,0.41331966985988217,-1.3932431425015124,-1.3765443342224564
153,-0.3604797822802817,0.2412131827374758,0.0,-3.556396205262165,0.4006623387840101,-1.3912736010114304,-1.3768460798621514
154,-0.35939572976071965,0.2404919096743702,0.0,-3.554209288240211,0.3935135881765573,-1.4124735314899253,-1.375628106548151
155,-0.3583491966623093,0.23774503295041263,0.0,-3.5450043988763476,0.3917820460199292,-1.3593004616712034,-1.3768475689760773
156,-0.3598548250750317,0.24696115007031252,0.0,-3.557321666145664,0.4183564359914332,-1.429714784781469,-1.3765723215790449
157,-0.36142566536130144,0.24235569881180835,0.0,-3.5630162391625144,0.40005105831208354,-1.3930107860918022,-1.3773012785744851
158,-0.3580810405417041,0.24035930593655597,0.0,-3.544090084590016,0.39817547907741835,-1.3897803608167862,-1.3762471489300805
159,-0.3547496720770018,0.24025367247098275,0.0,-3.540191569746727,0.37569434330081625,-1.4426297887286,-1.3752843967007147
160,-0.3566968505526828,0.24032001811189171,0.0,-3.540848656632042,0.3961074592700365,-1.4214583299244858,-1.37542678887759
161,-0.35855523725528093,0.2411264863047706,0.0,-3.5486656287043763,0.39807369512732343,-1.398377212587913,-1.3763170945556804
162,-0.3612641765254984,0.2376518090458088,0.0,-3.551299178532467,0.3966344297311498,-1.3455970617451416,-1.377084794378376
163,-0.35704600926773733,0.24223081342389807,0.0,-3.548687435743806,0.393343149900754,-1.4118316573163936,-1.3765476643083965
164,-0.35434489150980186,0.24436841333379847,0.0,-3.5395387602843247,0.38351303826924776,-1.4653637914047337,-1.3756499446209243
165,-0.3562039093631153,0.2404246814113732,0.0,-3.5451520597869397,0.3793267934724638,-1.4161424613728233,-1.3757746584795256
166,-0.35376136266117225,0.24209373364654602,0.0,-3.5320118162931613,0.3972779792414512,-1.423880277063377,-1.3757058229025616
167,-0.36207044815998096,0.24119334329473377,0.0,-3.5540430211482903,0.4181270929834378,-1.3701164743760592,-1.3765454929719474
168,-0.36366335953493134,0.24601658498980447,0.0,-3.5691325008347676,0.4327367352224393,-1.3593948595287972,-1.378399572478053
169,-0.35340949927776466,0.2380181921509444,0.0,-3.5346786868914406,0.37840338855551114,-1.3905784504689382,-1.3766241253406797
170,-0.35874597369530603,0.2433032602168488,0.0,-3.5523162153802064,0.4053103756384351,-1.3942764434972528,-1.3770512351421615
171,-0.3598859422772908,0.24312229975732289,0.0,-3.5517306470742356,0.4112903957991854,-1.3840967241352433,-1.3768968907727606
172,-0.3598437087237076,0.24479218712965956,0.0,-3.5565204113771736,0.41739896904069046,-1.3986640282234157,-1.3766353111133807
173,-0.360701918206428,0.24369185982548547,0.0,-3.566254052482486,0.39547616487927567,-1.4175349854532786,-1.3766436412047038
174,-0.3573770336529498,0.23983865553983943,0.0,-3.540558825408212,0.39611700976656994,-1.377767583646807,-1.376450157561136
175,-0.36041812663455575,0.24592091603840865,0.0,-3.5647508993299493,0.40587006893933963,-1.4377811082623526,-1.3761922809111056
176,-0.3594244124769511,0.24089961045864164,0.0,-3.5614770157954907,0.3867419274350142,-1.4178641518423072,-1.3759104598491327
177,-0.3572549837485871,0.24309619966680449,0.0,-3.5498134673045803,0.3865492927242984,-1.4496574134882811,-1.3757451710835569
178,-0.35699244040476014,0.23512255628547812,0.0,-3.542566494156807,0.37234976141590703,-1.3905841821142064,-1.3756426188146844
179,-0.3578140260577649,0.24010440917558204,0.0,-3.5433894669915245,0.3964061446711398,-1.3819538300493799,-1.3767865367498158
180,-0.3616237088308294,0.2421536937513683,0.0,-3.545098945766791,0.42616641713704584,-1.3573282665964126,-1.376901420352024
181,-0.3656935762097489,0.242548526078997,0.0,-3.562775227268561,0.43010018179212756,-1.339125443120218,-1.3776481873348199
182,-0.3612689924676221,0.2406368028945177,0.0,-3.5546669747632675,0.40596108241669365,-1.3705770348813935,-1.377007310889399
183,-0.35423478685218623,0.23976602369417896,0.0,-3.5404063357764612,0.3701957269800649,-1.419104465734345,-1.375982384245999
184,-0.35500113941891315,0.2389337635456777,0.0,-3.5426881623032855,0.36885269746569066,-1.4381615635630807,-1.3753248364334332
185,-0.3566559156154694,0.2451406340608569,0.0,-3.5353823597449634,0.4249238929324042,-1.36358618314501,-1.3776152409884364
186,-0.35992996422806,0.24080821428079513,0.0,-3.538446006097968,0.4178566958803775,-1.3675864764413683,-1.3763630254195385
187,-0.3585212086657704,0.24493353840004256,0.0,-3.5467883569972267,0.4189278316708969,-1.3842222953216623,-1.3774262530390884
188,-0.36324970884399393,0.24038367687254641,0.0,-3.5676507308045697,0.39660618775135476,-1.391251051149749,-1.3764817319191955
189,-0.355729829324442,0.23799459985454474,0.0,-3.5413157370790898,0.3712360226966417,-1.4298328171608736,-1.3750497803908737
190,-0.3596867389083945,0.23735186781464748,0.0,-3.54588269317609,0.39271945626135074,-1.372864401388413,-1.376110570313162
191,-0.3580054365416022,0.2395037589199446,0.0,-3.5380574514939807,0.4040421037516548,-1.365032218860339,-1.3769810202469421
192,-0.35982225238553656,0.24399060167631895,0.0,-3.5490770081112832,0.42305469668118123,-1.355564931573542,-1.3780805280514248
193,-0.3605808132747436,0.24390206536047654,0.0,-3.55347148153765,0.41958918902673076,-1.3856755292374348,-1.3766496334843397
194,-0.36403366336128523,0.24257086584453658,0.0,-3.560605880242379,0.4302169489826001,-1.3428793396161016,-1.3775810327975897
195,-0.35997567788436274,0.2422874994544347,0.0,-3.5450539094028515,0.42018958980344634,-1.3587364439344922,-1.377361777498067
196,-0.3578050173439686,0.24519072681196738,0.0,-3.5421225906078377,0.4193985437973322,-1.3892469647716115,-1.3772615918357716
197,-0.36178531892705096,0.24291960421765474,0.0,-3.551897351241487,0.42499578936319904,-1.3462949452821709,-1.3778103617889865
198,-0.36099003211562186,0.24275883267373827,0.0,-3.5631818692925115,0.4021687361809869,-1.380340544092341,-1.3777922840932877
199,-0.3624539515697638,0.24130755887242106,0.0,-3.5567905198849985,0.41337396910112223,-1.3711797561752348,-1.3769520221488745
200,-0.35603518937362616,0.23712882845506403,0.0,-3.5356276345140794,0.3850765854736329,-1.4135600022476638,-1.3751239449797232
201,-0.36222652333820005,0.23106141249045759,0.0,-3.571625993623115,0.350855880838089,-1.3960596010930069,-1.375308730887641
202,-0.35823411889445067,0.24257287488758222,0.0,-3.5452514030024065,0.4052486981769073,-1.4165817935483198,-1.3758571315581474
203,-0.354045572134182,0.24167737572474154,0.0,-3.5337955386856934,0.385166788312188,-1.4384320295476192,-1.3753297317586415
204,-0.35954037036752856,0.23930932069434016,0.0,-3.5495223989747102,0.39263465677711135,-1.3762513348946208,-1.3773216748341142
205,-0.35388249631024316,0.24155354971290907,0.0,-3.538109149081981,0.3904613873941948,-1.396636981740939,-1.37631068926187
206,-0.35956679247934853,0.2406796807811184,0.0,-3.5555351736727876,0.39475710949778003,-1.4064768442586197,-1.3758475678970066
207,-0.35604368724344365,0.24615398326082066,0.0,-3.535984133283635,0.42413449827529254,-1.3959902769179244,-1.3770135175765517
208,-0.3608001421949274,0.24033239908566026,0.0,-3.560746629516189,0.398010244847501,-1.3925643796429368,-1.3761709614607445
209,-0.36181377274667137,0.2416624595328785,0.0,-3.5622775266057216,0.40426925705592043,-1.3859325832480014,-1.376474420277815
210,-0.3545664945926693,0.24406479969621214,0.0,-3.5400774225406764,0.39063253252961255,-1.4329434608863476,-1.3763899948318203
211,-0.36562095767645203,0.23561383839058622,0.0,-3.5595913086992943,0.40261592032812643,-1.347055107632338,-1.3762695499767428
212,-0.35929574130779635,0.23865854455823718,0.0,-3.5577648175367673,0.3827805945975677,-1.4021841278686824,-1.375844304165986
213,-0.3580156884522223,0.23744541863692403,0.0,-3.5534229225312206,0.3683758071574089,-1.4109918421171965,-1.3757208735689006
214,-0.36367392326167325,0.23815512057663196,0.0,-3.5600466303388436,0.40159885842987936,-1.3535785279092107,-1.3765360782321783
215,-0.36171278502913573,0.24283087231623496,0.0,-3.570546860841138,0.3933789631931776,-1.441354934624952,-1.375701035359178
216,-0.3582489085431565,0.2354447656317007,0.0,-3.5539731272218704,0.3669055370506728,-1.3923904564626013,-1.3757095528051886
217,-0.3600511077191998,0.24250625678856863,0.0,-3.5434429166621486,0.4240948478862348,-1.3497785656149297,-1.3775516709079987
218,-0.36099425625430487,0.23979068434790812,0.0,-3.5535741018658378,0.40649914496121353,-1.3638613471571,-1.3764103611163054
219,-0.35693052140771414,0.2389701032911203,0.0,-3.55377812832502,0.3660323272063269,-1.4449015059514414,-1.3758337888343455
220,-0.35897633433855347,0.2428460810758345,0.0,-3.5504612042042996,0.40272312060641824,-1.3873408734822306,-1.3771257926186895
221,-0.3578749645562514,0.2369098073561767,0.0,-3.5459666415436386,0.38112349005860485,-1.3925613481820065,-1.376079550499278
